,Unnamed: 0,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
2008,7714,23p1hs,Agder Politidistrikt,205,0,Kristiansand,23p1hs-0,kl. . bil har fått stan på avkjøringsfelt fra e mot ikea. bilberg er på vei til denne.,2023-09-05 13:36:35.829595700+00:00,
2009,14792,23cnc7,Sør-Øst Politidistrikt,204,4,Horten,23cnc7-0,nødetat rykk ut til sted ett melding om trafikkulykke.,2023-07-15 05:19:42.735123200+00:00,
2029,412,234n8x,Sør-Øst Politidistrikt,204,12,Skien,234n8x-0,: - politi rykk ut til et utested der vekter hadd kontroll på en mann i -årene. mann hadd slått til to andr gjest fler ganger. ing av de to ble skadd.,2023-10-21 23:00:18.262782800+00:00,
2035,661,23x9sf,Sør-Øst Politidistrikt,204,12,Øvre Eiker,23x9sf-0,kl : - politi mottok melding fra publikum som hadd overhørt en mann som sa på telefon at han hadd skutt en ann person. involver gikk fra stedet. politi har søkt i områd uten å lokaliser aktuell person ell andr som fremstår involvert.,2023-10-20 10:42:50.165699+00:00,
2043,10881,23b58w,Agder Politidistrikt,205,6,Kristiansand,23b58w-0,meld observer en person han tror forsøk og gjør innbrudd på adresse. to person stikk fra sted på sykkel rett før politi kommer. har sannsynligvis ikk komm seg inn i bygget. politi har fått beskriv og ser ett de i sentrum.,2023-08-14 17:46:36.540987500+00:00,
2061,4541,23vxpm,Trøndelag Politidistrikt,209,4,Trondheim,23vxpm-0,"melding om påkjørsel bakfr i sørgå felt på e omkjøringsvegen, teglverkstunet. trafikk går sakt i ett felt. all involver skal vær oppegående. nødetat er på veg til stedet.",2023-09-25 13:23:16.774418900+00:00,
2077,9406,23nqzp,Øst Politidistrikt,202,5,Lillestrøm,23nqzp-0,"kl :. melding om bil front mot front på nittedalsvei ved tunellen. all person er ute av kjøretøyene. stor materiell skader, person involvert. mul armbrudd på en av disse. nødetat er på stedet.",2023-08-24 19:13:39.094669200+00:00,
2078,8014,23rsbh,Trøndelag Politidistrikt,209,13,Trondheim,23rsbh-0,melding om tre person har knust et vindu på en parker bil. gjerningsperson sprang fra stedet.,2023-09-03 02:30:24.403616200+00:00,
2080,7692,238c79,Øst Politidistrikt,202,5,Sarpsborg,238c79-0,nødetat vært på sted i forbind med at syklist har blitt påkjørt av bilist. syklist frakt legevakt for sjekk. før av bil har status som mistenkt. patrulj opprett sak.,2023-09-05 15:24:14.243170800+00:00,
2089,12530,23sj7n,Vest Politidistrikt,207,0,Bergen,23sj7n-0,"meld om bil stjål fra os /. observer i rådal i dag ca kl med mindreår ombord, men forsvant. observer igj kl , og vi har nå kontroll på bil og før ( år). opprett sak.",2023-08-02 17:16:46.315274300+00:00,
2092,12641,233xz6,Trøndelag Politidistrikt,209,0,Trondheim,233xz6-0,"vekt ba om vår bistand ett å ha tatt kontakt med en vansk tyv. tyv var utager mot vår patrulj også, og er kjørt i arrest. vedkomm var i besitt av to kniver, som tas i beslag.",2023-08-01 19:02:53.714733+00:00,
2101,12208,23g0jf,Sør-Øst Politidistrikt,204,5,Sandefjord,23g0jf-0,det er en ulykk mellom personbil i nordgå retning. usikk skadeomfang.,2023-08-05 10:29:29.851886300+00:00,
2102,12330,2377xh,Trøndelag Politidistrikt,209,0,Trondheim,2377xh-0,bil meld stjål i formiddag. gjenfunn i rulleskiløyp lang smistadvegen. person som satt i bil mistenk for ruskjøring. tatt med inn for bevissikring.,2023-08-04 12:24:08.381162700+00:00,
2104,470,2388l2,Trøndelag Politidistrikt,209,1,Trondheim,2388l2-0,"meld om en gjeng gutt med uforsikt bruk av en light litt vel nærm en barnehag i brundalen. patrulj har lett i området, uten å se noe til guttene. melding til obs for foreldr med barn i området.",2023-10-21 15:16:08.832600200+00:00,
2105,17042,23qpt2,Sør-Øst Politidistrikt,204,2,Tønsberg,23qpt2-0,kl. : til informasjon vil det i løp av dag foregå øvingsaktivit ved slagentangen. dett vil kunn hør og sees av forbipasserende.,2023-06-08 07:18:32.431570400+00:00,
2107,15147,23chh4,Trøndelag Politidistrikt,209,4,Levanger,23chh4-0,mopedvelt i bergbygda. meld om mul personskade. skal ikk vær fler involverte. nødetat rykk ut til stedet.,2023-07-12 15:56:55.846729800+00:00,
2117,10333,23fswv,Vest Politidistrikt,207,4,Austrheim,23fswv-0,kl : nødetat rykk ut til trafikkulykke. en motorsykkel veltet. en person på mc. er bevisst og oppegående.,2023-08-18 16:49:53.873832100+00:00,
2127,9950,230n9k,Agder Politidistrikt,205,12,Vennesla,230n9k-0,"kl . politi rykk ut til privat adress på moseidmo der en person hadd blitt utsatt for vold. sjekk av helsepersonell på stedet, men ikk behov for oppfølging utov dette. en person ble noe sener pågrep på ann adresse, mistenkt for å ha utøvd volden.",2023-08-20 23:24:03.071551400+00:00,
2133,8792,23lk51,Øst Politidistrikt,202,5,Fredrikstad,23lk51-0,"vi er i kryss broch gate/ apen gate. en bil har kjørt inn i et betongelement. kun før i bilen, og vedkomm fremstår som uskadd. noe trafikal utfordring på stedet.",2023-08-28 16:26:17.002673500+00:00,
2143,15226,2380b6,Øst Politidistrikt,202,1,Vestby,2380b6-0,mann har forsvunn und svømming parallelt med ringveien. innsatspersonell på vei. oppdateres.,2023-07-11 16:57:14.106458500+00:00,
2144,14189,23739s,Sør-Øst Politidistrikt,204,1,Kragerø,23739s-0,"kl: : politi fikk kontroll på en mann som hadd kjørt en lit båt med promille. utåndingsprøv vist en promill på , og mann anmeld for kjøringen. sak blir fulgt opp i ettertid.",2023-07-19 22:27:09.896186100+00:00,
2147,12558,23kgfm,Øst Politidistrikt,202,4,Moss,23kgfm-0,tre bil involver i kjedekollisjon på e sydgå ved rygg flyplass. nødetat er på vei. innring sier det ikk er noen personskad på stedet.,2023-08-02 13:30:09.495120800+00:00,
2148,16767,23b494,Sør-Øst Politidistrikt,204,1,Tønsberg,23b494-0,"politi søk ett en dam i åren som er savn fra nes bo og behandlingssenter. hun er dement og politi ønsk tip om obseverasjoner. beskrivelse: hvit knebukse, blå og hvit blomstret topp, sandaler, kort grått hår, normal kroppsbyggning, ca cm.",2023-06-14 12:42:16.326210800+00:00,
2159,14695,23g2x1,Nordland Politidistrikt,210,4,Saltdal,23g2x1-0,nødetat rykk ut til trafikkulykk på e ved bleiknesmo. bil involvert. all person ute av bilene. nødetat ikk framm på sted enda. veien er stengt. oppdater her.,2023-07-15 20:00:10.062700800+00:00,
2161,7237,23v2r2,Øst Politidistrikt,202,4,Lillestrøm,23v2r2-0,trafikkstan grunn uhell mellom to bil ved kryss rælingsveien/strømsvei på strømmen. nødetat er på vei. oppdateres.,2023-09-08 12:30:21.821075300+00:00,
2165,4035,23txrb,Sør-Øst Politidistrikt,204,12,Kongsberg,23txrb-0,"kl : melding om en person som truet fler andr med kniv. det kan fremstå som forsøk på ran. politi var raskt på sted og fikk kontroll på mistenkte, en ung gutt. ing er fysisk skadd.",2023-09-28 17:35:57.850487100+00:00,
2166,13738,234r7q,Sør-Øst Politidistrikt,204,5,Nore og Uvdal,234r7q-0,": nødetat rykk ut til trafikkulykk på rv. bil involver og personer. all er ute av bil og våkne, men ukjent skadeomfang. det er noe utrykningstid til stedet. oppdateres.",2023-07-23 09:17:36.036874400+00:00,
2168,15408,231t2m,Vest Politidistrikt,207,0,Bergen,231t2m-0,"meld om to person som lusk rund presenning til allmuen. da patrulj kom dukk det opp en tredj lusk ut fra und presenningen. ikk sett noe skadeverk ell tyveri, men all tre bortvist fra torgallmenningen.",2023-07-09 23:59:21.289612600+00:00,
2169,6243,239vtr,Trøndelag Politidistrikt,209,10,Hitra,239vtr-0,nødetat vil i kveld gjennomfør en størr plivo-øv på hitra. til informasjon til befolkning med tank på at det er mang kjøretøy fra nødetat samlet.,2023-09-14 13:53:59.035636900+00:00,
2174,14524,23d295,Troms Politidistrikt,211,0,Tromsø,23d295-0,melding sent i går kveld om en mann som åpn fler postkass i et boligfelt og tok post. politi rykk ut og påtraff en mann i nær som bar på post addresser til andre. et vitn hadd også sett at han kast åpn post i en søppelboks.,2023-07-17 01:58:04.155671900+00:00,
2184,356,23d49x,Vest Politidistrikt,207,2,Bergen,23d49x-0,"kl : nødetat rykk ut ett melding om to person i vannet. vist seg å vær to menn som hadd hatt et lit håndgemeng i forkant. hjalp hverandr opp, vel forlikte. ing anmeldelse.",2023-10-22 04:26:59.574166300+00:00,
2194,4891,23t40h,Vest Politidistrikt,207,12,Bergen,23t40h-0,kl : mann kom inn på legevakt med ambulansen. truet leg med kniv. personal låst mann inn på et pasientrom. mann pågrep av politiet. ing er skadd.,2023-09-23 11:08:06.242645300+00:00,
2196,8839,234lgn,Sør-Øst Politidistrikt,204,1,Tønsberg,234lgn-0,nødetat rykk ut til en arbeidsulykk i nær av vivestad barnehage. en person skal vær skad i forbind med gressklipping. uvisst skadeomfang - vi oppdater når vi ankommer.,2023-08-28 10:33:46.721581900+00:00,
