parent_id,district,districtId,label,municipality,message_id,text,createdOn
2306vf,Vest Politidistrikt,207,1,Høyanger,2306vf-0,"Kl.1432. Meldt om trafikkulykke E39 ved Vadheim. Singelulykke. Bilen ligger på taket. To personer i bilen. Begge er ute av bilen. Våken og bevisst. Nødetatene på vei til stedet. Vi er fortsatt på stedet. Manuell dirigering. To personer i bilen, begge fraktet til legevakt med ambulanse. Vi oppretter sak. Ikke mistanke rus, men blir førerkortbeslag.",2023-08-18T12:38:56.23396+00:00
2306vh,Vest Politidistrikt,207,1,Sunnfjord,2306vh-0,"Kl 1630 meldt om trafikkulykke på E39 Jølstravegen ved Vassenden. Ein bil har køyrt utfor og rulla rundt. Fører åleine i bilen, er vaken og medviten. Nødetatane rykkjer ut til staden. Det er passasje forbi pr no.",2023-09-23T14:37:23.3478932+00:00
2306xt,Vest Politidistrikt,207,1,Stryn,2306xt-0,kl 1849. Meldt om trafikkulykke. 2 bilar med totalt 3 personar involvert. Truleg ikkje personskade. Naudetatane er på staden.,2023-07-05T17:08:23.1872919+00:00
23072k,Sør-Øst Politidistrikt,204,1,Notodden,23072k-0,"UP og politipatrulje har hatt kontroll ""Aksjon skolevei"" ved Høgås barneskole. 
50 biler ble kontrollert. Ingen reaksjoner. ",2023-08-21T09:03:01.9449222+00:00
23075l,Trøndelag Politidistrikt,209,5,Trondheim,23075l-0,"Mann lå og sov på bakken utenfor et utested på Solsiden.
Politiet har vært på stedet.
Mann i 60 åra, beruset, men i stand til å ta vare på seg selv. Gikk fra stedet.",2023-09-24T18:38:27.4656446+00:00
23075x,Agder Politidistrikt,205,1,Tvedestrand,23075x-0,"UP har hatt trafikkontroll på FV421 Holtsveien. 9 bilførere har fått forenklet forelegg for fart. Høyeste hastighet 84 km/t i 70 sone. 
1 anmeldt for kjøring med bil i påvirket tilstand. ",2023-09-01T10:38:13.9822714+00:00
230779,Trøndelag Politidistrikt,209,1,Trondheim,230779-0,"Politiet har hatt trafikk kontroll  på Charlottenlund, 20 fører kontrollert, en blir anmeldt for kjøring uten gyldig førerkort.",2023-09-28T07:24:44.4174759+00:00
23077w,Sør-Øst Politidistrikt,204,2,Porsgrunn,23077w-0,kl 03:12 - Nødetater er på vei til stedet etter avstandsmelding om røykutvikling. Uvisst hva dette stammer fra pr nå. Oppdateres når nødetater ankommer området  Politiet har lokalisert et bål. Og er på stedet sammen med brannvesenet. På stedet fremstår det som det har vært brent strøm/kobberkabler. Ingen personer på stedet. Politiet oppretter en sak. Nødetater har avsluttet på stedet.,2023-07-09T01:16:07.6966318+00:00
23078v,Trøndelag Politidistrikt,209,7,Trondheim,23078v-0,En mann er innbrakt og blir anmeldt da han nektet å oppgi navn og personalia til patrulje i Midtbyen.,2023-09-17T00:25:36.454675+00:00
2307bm,Trøndelag Politidistrikt,209,4,Trondheim,2307bm-0,"Nødetater på vei til sammenstøt mellom to kjøretøy. Involverte er oppegående og ut av kjøretøy,  ukjent skadegrad. Nordgående kjøreretning er helt sperret for øyeblikket. Det er trolig ikke snakk om alvorlig personskade. Tre personer involvert, store skader i front av personbil. Det gjenstår rydding i vegbanen før vi får åpnet et kjørefelt. To involverte i personbil blir kjørt inn til SOH for videre undersøkelse. Et kjørefelt er åpnet, sammenstøtet har skjedd i forbindelse med filskifte av semitrailer. Patruljen oppretter sak og har tatt midlertidig beslag av førerkortet til fører av semitrailer.",2023-07-14T05:24:35.0007899+00:00
2307fm,Møre og Romsdal Politidistrikt,208,12,Sunndal,2307fm-0,Jenta på 15 år er kommet til rett i god behold.,2023-08-23T05:51:27.9912338+00:00
2307jc,Vest Politidistrikt,207,12,Bergen,2307jc-0,"Kl. 0723: En person i sjøen ved Haakonsvernveien. Nedenfor Hetlevikåsen. Svømmer ca. 50 m fra land m/klær på seg. Er alene. Ikke redningsvest. Nødetater er på staden og forsøker å oppnå kontakt. Brannvesenet har sendt dykkere mot stedet.  Opplyst at nødetatene har dialog med mannen. Svømmer nå inn mot land. Vedkommende er kommet til land. Nødetatene står nå sammen med han. Kontroll. Undersøkes nå nærmere hvorvidt vedkommende har vært alene m.m. ""Svømmeren"" var en beruset mann i 50-årene. Så langt tyder det på at han har vært alene i sjøen. Nødetatene avslutter. Selvpåført hendelse etter en fest. Vedkommende vært alene. Ikke vært utsatt for noe. Blir tatt med til legevakt i ambulanse pga. hypotermi. Ingen sak opprettes.",2023-08-26T05:37:24.522999+00:00
2307md,Agder Politidistrikt,205,1,Kristiansand,2307md-0,Patrulje kontrollerer en bil hvor føreren var ruspåvirket og kjørte uten gyldig førerkort. Mannen anmeldes for kjøringen. Bilens eier fikk sitt førerkort beslaglagt for å ha overlatt bilen til den påvirkede mannen uten førerkort. ,2023-09-30T05:09:36.7404384+00:00
2307p3,Agder Politidistrikt,205,1,Froland,2307p3-0,"UP har hatt trafikkontroll på FV408. 
8 har fått forenklet forelegg for fart. Høyeste hastighet 78 km/t i 60 sone. 
En er anmeldt og fått førerkortet beslaglagt etter å ha kjørt 88 km/t i 60 sone. ",2023-10-03T10:28:31.1103958+00:00
2307pp,Sør-Øst Politidistrikt,204,12,Kragerø,2307pp-0,"Operasjonssentralen mottar melding om en fritidsbåt som har gått på et skjær/holme. Omfanget er pr nå usikkert - men nødetatene iverksetter tiltak etter gjeldende planverk. Vi oppdaterer så raskt vi har mer info.  Takket være svært gode vitner til hendelsen, som har tatt ansvar på stedet - snakker operatør på operasjonssentralen nå med en av de tre som var i båten. Hevder at alle er i god behold. Nødetatene tar seg til stedet for nærmere undersøkelser. Nødetatene inkludert Redningsskøyta har ankommet ulykkesstedet - vi har nå fått bekreftelse på at alle tre som var i ulykkesbåten er gjort rede for. En av dem blir sett til av ambulansepersonell. Båtfører har ,ifølge vitner ,holdt altfor høy hastighet og slo av lanterner før den kjørte på skjæret. Fører blåste også til 1,3 i promille. Nødvendige prøver blir tatt og anmeldelse opprettet.",2023-07-15T23:34:24.1245534+00:00
2307v3,Sør-Øst Politidistrikt,204,12,Drammen,2307v3-0,"20:18 Politiet jobber med en redningsaksjon under Knabben. Vi har søkt etter en savnet person som er funnet i område av Politiets drone. Redningshelikopter fra Rygge er på vei. Oppdatere når vi har mer.  Savnede som ble funnet av politiets drone er nå bekreftet 
omkommet. Pårørende er varslet og vil bli fulgt opp av
helsepersonell. Sak opprettes for videre etterforskning. Politiet fikk bistand fra Redningshelikopteret til å hente ut savnede da funnstedet var vanskelig å ta seg frem til. ",2023-06-01T20:18:58.8141709+00:00
2307wf,Agder Politidistrikt,205,3,Arendal,2307wf-0,Vi har foretatt åstedsundersøkelse etter grovt tyveri fra vogntog. Brutt opp dørene på en container og stålet diverse pakker. Ukjent antall og verdi. Vi oppretter sak.,2023-08-27T18:17:22.0460104+00:00
230805,Trøndelag Politidistrikt,209,0,Stjørdal,230805-0,"Det ble på morgenkvisten oppdaget et innbrudd i en bedrift på Stjørdal.  Patrulje har foretatt åstedsundersøkelse, og oppretter sak.",2023-10-05T08:02:07.6301707+00:00
23081r,Sør-Øst Politidistrikt,204,1,Holmestrand,23081r-0,"UP har hatt laserkontroll i 60 sone på Hofveien. 
3 stk fikk forenkla forelegg og en ble anmeldt og har fått beslaglagt førerkortet. Høyeste hastighet ble målt til 96 km/t.",2023-07-18T13:22:01.8886107+00:00
23083h,Sør-Øst Politidistrikt,204,5,Porsgrunn,23083h-0,"kl 19:00 - Melding om en dame som ropte og skrek, rev ned parkerte sykler og veivet med et kosteskaft. Politiet er på stedet og har kontroll på damen.  Kvinnen fremstår ruset og innbringes til arrest.",2023-07-22T17:33:49.3541038+00:00
23083z,Agder Politidistrikt,205,5,Kristiansand,23083z-0,"Kl. 0126, politiet bistår utested med vanskelig gjest. Nekter og oppgi personalia, vil ikke følge pålegg fra patruljen. Innbringes og anmeldes.",2023-10-07T23:39:03.6618819+00:00
23086h,Vest Politidistrikt,207,2,Askøy,23086h-0,Kl.0719. Meldt om brann i einebustad på Skråmestø. Nødetatane på veg. Mykje røyk og synlege flammer frå boligen. Kontroll på bebuar. Ingen er sakna frå bustaden. Ikkje meldt om personskade. Ein person er arrestert og sikta for grovt skaderverk. Han vil bli avhøyrt i løpet av dagen.,2023-08-30T05:36:44.6287947+00:00
230897,Sør-Øst Politidistrikt,204,1,Drammen,230897-0,"UP har hatt laserkontroll ved travbanen. 
10 stk fikk forenkla forelegg. 
Høyeste hastighet ble målt til 80 km/t i 60 sonen. ",2023-09-02T09:27:53.0521896+00:00
2308d8,Innlandet Politidistrikt,203,5,Hamar,2308d8-0,kl. 2351: Politiet fikk melding om  to personer som ikke var ønsket på et utested. Det var to menn i slutten av tenårene. Begge bortvist. De var for beruset og for unge da det var 20-årsgrense på stedet. ,2023-10-06T22:36:31.2883522+00:00
2308gk,Møre og Romsdal Politidistrikt,208,5,Ålesund,2308gk-0,"Melding om slossing mellom 4-5 personer utenfor kjøpesenteret. Ingen skadd, vi er på stedet for å klargjøre hva som har skjedd og hvorfor, og har kontroll. Vi er ferdig på stedet. Det har ikke vært slosskamp men en opphetet stemning mellom 2 grupperinger. Årsaken skal ha vært krangel om penger. Partene dimittert.",2023-07-24T16:11:17.2288859+00:00
2308gw,Trøndelag Politidistrikt,209,1,Trondheim,2308gw-0,"Politiet stanset kl. 0134 en personbil på Møllenberg, hvor den mannlige føreren var 17 år og hadde ikke gyldig førerkort. Føreren anmeldes.",2023-10-10T00:08:22.4921797+00:00
2308k8,Agder Politidistrikt,205,5,Arendal,2308k8-0,Patrulje har bortvist full mann fra arrangement i sentrum.  Oppførte seg dårlig mot vektere på stedet.,2023-07-28T20:57:29.7562375+00:00
2308n9,Øst Politidistrikt,202,4,Lillestrøm,2308n9-0,Nødetatene har rykket ut til trafikkulykke langs Kompveien. En bil med tre personer har kjørt av veien etter å ha svingt unna et dyr i veibanen. En person er kjørt skadelegevakt for videre undersøkelser. Politiet oppretter sak.,2023-09-04T00:12:56.7235579+00:00
2308sd,Møre og Romsdal Politidistrikt,208,1,Ålesund,2308sd-0,UP har gjennomført hastighetskontroll i 60-sonen. Det ble utstedt 9 forenklede forelegg. Høyeste hastighet ble målt til 78 km/t.,2023-07-20T13:28:40.7310504+00:00
2308z4,Agder Politidistrikt,205,1,Kristiansand,2308z4-0,"Kl 1713. Trafikkulykke i krysset Tollbodgata / Kronprinsens Gate - buss mot syklist. Uklart skadeomfang. Nødetatene på vei. Oppdateres.  Nødetatene er på stedet og har startet sitt arbeid. Buss og syklist har ikke hatt kontakt. Bussen har bråbremset for syklisten og syklist har dermed falt. Syklist blir med til legevakt for en liten sjekk, fremstår ikke alvorlig. Politiet oppretter ikke sak.",2023-08-31T15:16:32.1268322+00:00
230923,Troms Politidistrikt,211,7,Tromsø,230923-0,"Taxisjåfør meldte 01:23 om kunde som ikke ville betale for turen. Passasjeren kom heller med trusler om vold. Patrulje til stedet og roet gemyttene. Sjåføren fikk oppgjør for turen, men kunden vil nok bli anmeldt for trusler likevel. ",2023-09-09T00:27:04.4164672+00:00
230927,Troms Politidistrikt,211,1,Tjeldsund,230927-0,@utrykningspolitiet har gjennomført laserkontroll. 10 bilførere ble ilagt forenklet forelegg for høy hastighet i 60-sone.,2023-08-04T10:09:34.1362935+00:00
23094v,Sør-Øst Politidistrikt,204,1,Kongsberg,23094v-0,kl 19:45 fikk vi melding om bil som kolliderte med en annen parkert bil. Fører skal ha sjanglet fra stedet. Vi har nå kommet i kontakt med fører av den aktuelle bilen og han mistenkes for kjøring i ruspåvirket tilstand.  Fører er en mann i 40 årene fra Kongsberg. Nødvendige prøver er tatt og sak opprettes.,2023-09-11T19:57:53.5154028+00:00
23097w,Sør-Øst Politidistrikt,204,1,Holmestrand,23097w-0,Kl. 2300: Politiet har utstedt 8 forenklede forelegg for hastighetsovertredelser. Den høyeste hastigheten ble målt til 140 km/t i 100 sonen. ,2023-10-15T21:34:11.4366859+00:00
2309b4,Trøndelag Politidistrikt,209,5,Trondheim,2309b4-0,"Politiet rykker ut til melding om en aggressiv mann utenfor et utested i Olav Tryggvasons gate.
Patr.  i kontakt med riktig mann, blir bortvist fra stedet.",2023-08-06T00:02:35.0814088+00:00
2309q1,Troms Politidistrikt,211,1,Kåfjord,2309q1-0,@utrykningspol har avholdt trafikkontroll i 60 sone. 26 førere ble ilagt forenklet forelegg pga. for høy hastighet. En av disse blir i tillegg anmeldt for kjøring uten gyldig førerkort. Sak opprettes.,2023-09-07T14:07:56.7527966+00:00
2309v1,Sør-Øst Politidistrikt,204,4,Midt-Telemark,2309v1-0,Melding om enslig bil som har kjørt ut av vegbanen. Kjøretøyet skal angivelig ha truffet en strøm mast. Trafikken går greit forbi. Melder forklarer at ingen fremstår alvorlig skadet. Oppdateres.  Nødetatene er framme på stedet. Flere personer i aktuell bil - alle er ute og noen blir sett til av ambulansepersonell. Bilen ligger langt nede i ei grøft. Uvisst om ledningen i masten er strømførende. På grunn av at bilen har rullet rundt i god fart - blir alle fire i bilen kjørt sykehuset i Skien for nærmere sjekk. Pga uavklart strømkabel - er vegen delvis stengt på stedet. E-verket undersøker. Bilberger er rekvirert.,2023-10-11T19:47:40.5534811+00:00
2309xc,Vest Politidistrikt,207,7,Aurland,2309xc-0,"Campinglivet er ikkje alltid lett, verken for grunneigar eller turist. Me har akkurat mekla mellom ein grunneigar og ein campingturist, der dei ikkje vart samde om innmark/utmark, privat og offentleg, rett og gale. Turistane flyttar no teltet.",2023-07-30T20:19:37.1929619+00:00
2309xt,Innlandet Politidistrikt,203,5,Gjøvik,2309xt-0,Kl. 2305: Ordensforstyrrelse i området Mc.Donalds. 3 gutter i tenårene er bortvist fra Gjøvik sentrum til søndag kl. 08. ,2023-10-14T22:02:13.9686493+00:00
230b0n,Sør-Øst Politidistrikt,204,1,Gol,230b0n-0,kl 17:54 - FV51 ved Hamartjerne. Melding om at det er sølt bløt gjødsel ut i ene kjørefeltet. Forholdet har skjedd i en sving og det skal være glatt på stedet. Vegtrafikksentralen er varslet. De sender ut veivakta. ,2023-06-19T16:33:42.8237571+00:00
230b31,Møre og Romsdal Politidistrikt,208,0,Molde,230b31-0,Innbrudd i DNT hytta Storlihytta. Div. ting er stjålet fra hytta. En formentlig gjerningsperson er pågrepet i dag. Saken etterforskes videre. ,2023-08-13T12:30:31.2366758+00:00
230b6n,Agder Politidistrikt,205,5,Kristiansand,230b6n-0,Politiet bortviser mannlig beruset gjest fra utested i sentrum etter at han oppførte seg kranglet og vanskelig mot vektere. Vedkommende har ikke forholdt seg til pålegget. Han innbringes til arrest og anmeldes.,2023-10-05T22:53:29.5872992+00:00
230b8l,Sør-Øst Politidistrikt,204,1,Midt-Telemark,230b8l-0,"Politiet er i Lundevegen i Bø etter melding om en bil som har kjørt inn i et bygg. Det er ikke melding om skadde personer, og vi har kontakt med bileier. Det er skader på vinduer på et bygg. Saken oppdateres når vi vet mer. Politiet oppretter sak på hendelsen. En mann i 40-årene har status som siktet. Det er ikke mistanke om rus. Eier av bygget med skader er varslet.",2023-10-21T22:16:05.3950798+00:00
230bbl,Agder Politidistrikt,205,0,Kristiansand,230bbl-0,Kl. 1858. Melding om at det har vært et innbrudd i bod og garasje. Også forsøk  på nabobygg. Politiet undersøker åstedet. Stjålet verktøy.  Også stjålet en sykkel. Politiet ferdige på stedet. Opprettes sak.,2023-10-19T17:24:03.8444733+00:00
230bdx,Sør-Øst Politidistrikt,204,1,Skien,230bdx-0,En kvinne i 20 årene ble stanset for kontroll av politiet i trafikken. Spytt test av kvinnen viste at hun var påvirket av kokain. Blodprøve tatt og sak opprettet. ,2023-08-09T21:24:42.8681904+00:00
230bgc,Sør-Øst Politidistrikt,204,4,Tønsberg,230bgc-0,"15:47 Nødetater har rykket ut til trafikkulykke. Kjedekollisjon med 3 biler involvert og 4 personer. Ingen alvorlige personskader og mindre materielle skader. Mye kø på stedet.  En person er kjørt legevakt for sjekk. 
To biler er hentet av bilberger og en bil står igjen på utsiden av veien og venter på berging. Veien er åpen for normal trafikk igjen. Politiet oppretter sak.",2023-09-22T13:57:05.464349+00:00
230bhz,Agder Politidistrikt,205,1,Lindesnes,230bhz-0,"UP har hatt fartskontroll på E39 . 3bilførere fikk forenklet forelegg i 60-sone, høyeste hastighet var 79 km/t.",2023-09-13T19:53:11.4466788+00:00
230bl6,Sør-Øst Politidistrikt,204,1,Tønsberg,230bl6-0,UP har hatt laserkontroll på stedet i ca 1 time. Ingen forelegg. Alle kjørte lovlig. ,2023-05-31T18:25:13.686159+00:00
230bln,Agder Politidistrikt,205,5,Kristiansand,230bln-0,"To personer bortvist fra Sentrum frem til 0800. Involvert i knuffing/slagsmål, ingen personskade.",2023-09-16T22:41:09.9453503+00:00
230bnz,Sør-Øst Politidistrikt,204,1,Tønsberg,230bnz-0,Politiet har anmeldt en mann i 30 årene for kjøring i ruspåvirket tilstand på en uregistrert moped. Mannen ble stanset etter flere meldinger fra publikum om avvikende kjøreadferd. Nødvendige prøver er sikret og mopeden er beslaglagt. ,2023-06-13T10:42:02.016732+00:00
230bpp,Sør-Øst Politidistrikt,204,1,Vinje,230bpp-0,"Nødetatene rykker ut etter melding om trafikkulykke. En bil har kjørt av veien. Det skal ikke være alvorlige personskader.  Politiet på stedet. Ambulanse på stedet kjører fører og passasjer til legevakt for sjekk. De har ikke alvorlige skader. Bilen blir hentet av bilberger. 

Politiet oppretter sak på forholdet.",2023-10-21T13:08:14.2256166+00:00
